importId,currency.id,fullName,isCustomer,invoiceSendingFormatSelect,firstName,partnerTypeSelect,name,user.id,simpleFullName,companies
DeltaDentalofPennsylvania-co,148,Delta Dental of Pennsylvania,false,emailpaper,Delta,1,Delta Dental of Pennsylvania,1,Delta Dental of Pennsylvania,1
GaetanCharbonneauDMD-co,148,Gaetan Charbonneau DMD,false,emailpaper,Gaetan,1,Gaetan Charbonneau DMD,1,Gaetan Charbonneau DMD,1
AetnaDental-co,148,Aetna Dental,false,emailpaper,Aetna,1,Aetna Dental,1,Aetna Dental,1
Accupac-co,148,Accupac,false,emailpaper,Accupac,1,Accupac,1,Accupac,1
Source1-CrystalIsenhower-co,148,Source1- Crystal Isenhower,false,emailpaper,Source1-,1,Source1- Crystal Isenhower,1,Source1- Crystal Isenhower,1
Source1-MarkWaninger-co,148,Source1- Mark Waninger,false,emailpaper,Source1-,1,Source1- Mark Waninger,1,Source1- Mark Waninger,1
AlpinePinnacle-co,148,Alpine Pinnacle,false,emailpaper,Alpine,1,Alpine Pinnacle,1,Alpine Pinnacle,1
Source1-AnnaBell-co,148,Source1- Anna Bell,false,emailpaper,Source1-,1,Source1- Anna Bell,1,Source1- Anna Bell,1
Source1-ThomasJagor-co,148,Source1- Thomas Jagor,false,emailpaper,Source1-,1,Source1- Thomas Jagor,1,Source1- Thomas Jagor,1
AssistanceLeagueofPhoenix-HUGS-co,148,Assistance League of Phoenix- HUGS,false,emailpaper,Assistance,1,Assistance League of Phoenix- HUGS,1,Assistance League of Phoenix- HUGS,1
ProformaabZImprints-co,148,Proforma abZ Imprints,false,emailpaper,Proforma,1,Proforma abZ Imprints,1,Proforma abZ Imprints,1
AssistanceLeagueofEverett-OSB-co,148,Assistance League of Everett - OSB,false,emailpaper,Assistance,1,Assistance League of Everett - OSB,1,Assistance League of Everett - OSB,1
AssistanceLeagueofCovinaValley-co,148,Assistance League of Covina Valley,false,emailpaper,Assistance,1,Assistance League of Covina Valley,1,Assistance League of Covina Valley,1
DeltaDentalofCalifornia-TammyHunter-co,148,Delta Dental of California - Tammy Hunter,false,emailpaper,Delta,1,Delta Dental of California - Tammy Hunter,1,Delta Dental of California - Tammy Hunter,1
DeltaDentalofSouthDakota-co,148,Delta Dental of South Dakota,false,emailpaper,Delta,1,Delta Dental of South Dakota,1,Delta Dental of South Dakota,1
DeltaDentalofIdaho-Carrie-co,148,Delta Dental of Idaho - Carrie,false,emailpaper,Delta,1,Delta Dental of Idaho - Carrie,1,Delta Dental of Idaho - Carrie,1
DeltaDentalofNorthCarolina-co,148,Delta Dental of North Carolina,false,emailpaper,Delta,1,Delta Dental of North Carolina,1,Delta Dental of North Carolina,1
DeltaDentalofIowa-TonyDavis-co,148,Delta Dental of Iowa - Tony Davis,false,emailpaper,Delta,1,Delta Dental of Iowa - Tony Davis,1,Delta Dental of Iowa - Tony Davis,1
DeltaDentalofKentucky-Laura-co,148,Delta Dental of Kentucky - Laura,false,emailpaper,Delta,1,Delta Dental of Kentucky - Laura,1,Delta Dental of Kentucky - Laura,1
DeltaDentalofMichigan-ColumbusOH-co,148,Delta Dental of Michigan - Columbus OH,false,emailpaper,Delta,1,Delta Dental of Michigan - Columbus OH,1,Delta Dental of Michigan - Columbus OH,1
NCLeagueofMunicipalities-co,148,NC League of Municipalities,false,emailpaper,NC,1,NC League of Municipalities,1,NC League of Municipalities,1
Source1-JamesLeeStockslager-co,148,Source1- James Lee Stockslager,false,emailpaper,Source1-,1,Source1- James Lee Stockslager,1,Source1- James Lee Stockslager,1
Source1-AdamCheslockTampa-co,148,Source1- AdamCheslockTampa,false,emailpaper,Source1-,1,Source1- AdamCheslockTampa,1,Source1- AdamCheslockTampa,1
Source1-BetsyLong-co,148,Source1- Betsy Long,false,emailpaper,Source1-,1,Source1- Betsy Long,1,Source1- Betsy Long,1
Source1-BrandonDevito-co,148,Source1- Brandon Devito,false,emailpaper,Source1-,1,Source1- Brandon Devito,1,Source1- Brandon Devito,1
SOURCE1-TRACYLACANNE-co,148,SOURCE1- TRACY LACANNE,false,emailpaper,SOURCE1-,1,SOURCE1- TRACY LACANNE,1,SOURCE1- TRACY LACANNE,1
Source1-BaretWilliams-Furfaro-co,148,Source1- Baret Williams-Furfaro,false,emailpaper,Source1-,1,Source1- Baret Williams-Furfaro,1,Source1- Baret Williams-Furfaro,1
Source1-Dr.MatthewSerbousek-co,148,Source1- Dr. Matthew Serbousek,false,emailpaper,Source1-,1,Source1- Dr. Matthew Serbousek,1,Source1- Dr. Matthew Serbousek,1
Source1-JenniferKnoll-co,148,Source1- Jennifer Knoll,false,emailpaper,Source1-,1,Source1- Jennifer Knoll,1,Source1- Jennifer Knoll,1
Source1-DanielBranson-co,148,Source1- Daniel Branson,false,emailpaper,Source1-,1,Source1- Daniel Branson,1,Source1- Daniel Branson,1
PaulJacobsJr.DDS-co,148,Paul Jacobs Jr. DDS,false,emailpaper,Paul,1,Paul Jacobs Jr. DDS,1,Paul Jacobs Jr. DDS,1
D-TigersPlastics-co,148,D- Tigers Plastics,false,emailpaper,D-,1,D- Tigers Plastics,1,D- Tigers Plastics,1
Source1-JamieHall-co,148,Source1- Jamie Hall,false,emailpaper,Source1-,1,Source1- Jamie Hall,1,Source1- Jamie Hall,1
Source1-ElizabethPapineau-co,148,Source1- Elizabeth Papineau,false,emailpaper,Source1-,1,Source1- Elizabeth Papineau,1,Source1- Elizabeth Papineau,1
ALTAMED-co,148,ALTAMED,false,emailpaper,ALTAMED,1,ALTAMED,1,ALTAMED,1
NoodleSoup-SeeCydneyWeingart-co,148,Noodle Soup - See Cydney Weingart,false,emailpaper,Noodle,1,Noodle Soup - See Cydney Weingart,1,Noodle Soup - See Cydney Weingart,1
ViHuynhDMD-co,148,Vi Huynh DMD,false,emailpaper,Vi,1,Vi Huynh DMD,1,Vi Huynh DMD,1
Source1-DouglasMaxwell-co,148,Source1- Douglas Maxwell,false,emailpaper,Source1-,1,Source1- Douglas Maxwell,1,Source1- Douglas Maxwell,1
Source1-BenPopple-co,148,Source1- Ben Popple,false,emailpaper,Source1-,1,Source1- Ben Popple,1,Source1- Ben Popple,1
Source1-GilbertLam-co,148,Source1- Gilbert Lam,false,emailpaper,Source1-,1,Source1- Gilbert Lam,1,Source1- Gilbert Lam,1
Source1-HeatherSylvester-co,148,Source1- Heather Sylvester,false,emailpaper,Source1-,1,Source1- Heather Sylvester,1,Source1- Heather Sylvester,1
Source1-CLau-co,148,Source1- C Lau,false,emailpaper,Source1-,1,Source1- C Lau,1,Source1- C Lau,1
Source1-DavidCarithers-co,148,Source1- David Carithers,false,emailpaper,Source1-,1,Source1- David Carithers,1,Source1- David Carithers,1
Source1-ClassicSmilesSusanneBaaqee-co,148,Source1- Classic Smiles Susanne Baaqee,false,emailpaper,Source1-,1,Source1- Classic Smiles Susanne Baaqee,1,Source1- Classic Smiles Susanne Baaqee,1
Source1-RobertStasny-co,148,Source1- Robert Stasny,false,emailpaper,Source1-,1,Source1- Robert Stasny,1,Source1- Robert Stasny,1
Source1-DemetraJones-co,148,Source1- Demetra Jones,false,emailpaper,Source1-,1,Source1- Demetra Jones,1,Source1- Demetra Jones,1
DentalDepot-co,148,Dental Depot,false,emailpaper,Dental,1,Dental Depot,1,Dental Depot,1
Source1-EdwardLancaster-co,148,Source1- Edward Lancaster,false,emailpaper,Source1-,1,Source1- Edward Lancaster,1,Source1- Edward Lancaster,1
Source1-AudreyMay-Jones-co,148,Source1- Audrey May-Jones,false,emailpaper,Source1-,1,Source1- Audrey May-Jones,1,Source1- Audrey May-Jones,1
AssistanceLeagueofLosAngeles-co,148,Assistance League of Los Angeles,false,emailpaper,Assistance,1,Assistance League of Los Angeles,1,Assistance League of Los Angeles,1
ProsthodonticsofNewYork-co,148,Prosthodontics of New York,false,emailpaper,Prosthodontics,1,Prosthodontics of New York,1,Prosthodontics of New York,1
Source1-PhatLy-co,148,Source1- Phat Ly,false,emailpaper,Source1-,1,Source1- Phat Ly,1,Source1- Phat Ly,1
TraverseDentalAssociates-co,148,Traverse Dental Associates,false,emailpaper,Traverse,1,Traverse Dental Associates,1,Traverse Dental Associates,1
D-MidwestDentalEquip.&Supply-co,148,D- Midwest Dental Equip. & Supply,false,emailpaper,D-,1,D- Midwest Dental Equip. & Supply,1,D- Midwest Dental Equip. & Supply,1
MidwestDentalEquip&Sup-co,148,Midwest Dental Equip & Sup,false,emailpaper,Midwest,1,Midwest Dental Equip & Sup,1,Midwest Dental Equip & Sup,1
Source1-JohnCastor-co,148,Source1- John Castor,false,emailpaper,Source1-,1,Source1- John Castor,1,Source1- John Castor,1
Source1-JaimeFairchild-co,148,Source1- Jaime Fairchild,false,emailpaper,Source1-,1,Source1- Jaime Fairchild,1,Source1- Jaime Fairchild,1
Source1-MelodyStampe-co,148,Source1- Melody Stampe,false,emailpaper,Source1-,1,Source1- Melody Stampe,1,Source1- Melody Stampe,1
Source1-RonaldAdams-co,148,Source1- Ronald Adams,false,emailpaper,Source1-,1,Source1- Ronald Adams,1,Source1- Ronald Adams,1
Source1-AustinLee-co,148,Source1- Austin Lee,false,emailpaper,Source1-,1,Source1- Austin Lee,1,Source1- Austin Lee,1
Source1-MelissaUriegas-co,148,Source1- Melissa Uriegas,false,emailpaper,Source1-,1,Source1- Melissa Uriegas,1,Source1- Melissa Uriegas,1
GreatBayDentalCare-co,148,Great Bay Dental Care,false,emailpaper,Great,1,Great Bay Dental Care,1,Great Bay Dental Care,1
BrunswickDentalHealth-co,148,Brunswick Dental Health,false,emailpaper,Brunswick,1,Brunswick Dental Health,1,Brunswick Dental Health,1
SalinasUnionHighSchoolDistrict-co,148,Salinas Union High School District,false,emailpaper,Salinas,1,Salinas Union High School District,1,Salinas Union High School District,1
Source1-SaraTwardy-co,148,Source1- Sara Twardy,false,emailpaper,Source1-,1,Source1- Sara Twardy,1,Source1- Sara Twardy,1
TDA-MelissaUriegas-co,148,TDA- Melissa Uriegas,false,emailpaper,TDA-,1,TDA- Melissa Uriegas,1,TDA- Melissa Uriegas,1
Source1-MichaelRobertson-co,148,Source1- Michael Robertson,false,emailpaper,Source1-,1,Source1- Michael Robertson,1,Source1- Michael Robertson,1
Source1-LisaTrevino-co,148,Source1- Lisa Trevino,false,emailpaper,Source1-,1,Source1- Lisa Trevino,1,Source1- Lisa Trevino,1
NGS-FreedomGraphics-co,148,NGS- Freedom Graphics,false,emailpaper,NGS-,1,NGS- Freedom Graphics,1,NGS- Freedom Graphics,1
DentalCarePlusGroup-co,148,Dental Care Plus Group,false,emailpaper,Dental,1,Dental Care Plus Group,1,Dental Care Plus Group,1
ParamountDental-co,148,Paramount Dental,false,emailpaper,Paramount,1,Paramount Dental,1,Paramount Dental,1
Source1-JeffreyGlaser-co,148,Source1- Jeffrey Glaser,false,emailpaper,Source1-,1,Source1- Jeffrey Glaser,1,Source1- Jeffrey Glaser,1
Smile1-AmericanIndependentBusinessCoalition-co,148,Smile1 - American Independent Business Coalition,false,emailpaper,Smile1,1,Smile1 - American Independent Business Coalition,1,Smile1 - American Independent Business Coalition,1
Source1-TheresaWhite-co,148,Source1- Theresa White,false,emailpaper,Source1-,1,Source1- Theresa White,1,Source1- Theresa White,1
MountainDentalHygeneServicesLLC-co,148,Mountain Dental Hygene Services LLC,false,emailpaper,Mountain,1,Mountain Dental Hygene Services LLC,1,Mountain Dental Hygene Services LLC,1
BlueCrossBlueShield-co,148,Blue Cross Blue Shield,false,emailpaper,Blue,1,Blue Cross Blue Shield,1,Blue Cross Blue Shield,1
TheDentalCarePlusGroup-co,148,The Dental Care Plus Group,false,emailpaper,The,1,The Dental Care Plus Group,1,The Dental Care Plus Group,1
MutualofOmaha-co,148,Mutual of Omaha,false,emailpaper,Mutual,1,Mutual of Omaha,1,Mutual of Omaha,1
LifeWise-co,148,LifeWise,false,emailpaper,LifeWise,1,LifeWise,1,LifeWise,1
PremeraAlaska-co,148,Premera Alaska,false,emailpaper,Premera,1,Premera Alaska,1,Premera Alaska,1
BostonMedical-co,148,Boston Medical,false,emailpaper,Boston,1,Boston Medical,1,Boston Medical,1
SmileBrands-co,148,Smile Brands,false,emailpaper,Smile,1,Smile Brands,1,Smile Brands,1
DominionNational-co,148,Dominion National,false,emailpaper,Dominion,1,Dominion National,1,Dominion National,1
-co,148,,false,emailpaper,,1,,1,,1
